PRN;Time_UTC;Azimuth;Elevation;MP_C1C;MP_C1P;MP_C2C;MP_C2P;SNR_S1C;SNR_S1P;SNR_S2C;SNR_S2P
R14;2022-01-01 22:47:30;221.45;23.81;-0.5252;-0.7132;-0.8875;-0.6883;48.1;47.0;42.1;41.9
R14;2022-01-01 22:48:00;221.35;23.56;-0.0619;-0.3394;-0.4379;-0.6016;48.3;47.9;41.4;42.2
R14;2022-01-01 22:48:30;221.26;23.30;0.2546;0.0747;-0.0805;-0.2164;49.1;48.2;43.0;43.1
R14;2022-01-01 22:49:00;221.16;23.05;0.2139;-0.0166;-1.2026;-0.1724;48.8;48.1;43.4;42.9
R14;2022-01-01 22:49:30;221.07;22.80;0.2569;0.3977;-0.3905;-0.2565;50.0;48.7;42.3;42.2
R14;2022-01-01 22:50:00;220.97;22.55;-0.2127;0.2751;-0.5515;-0.3963;49.4;48.5;42.8;41.7
R14;2022-01-01 22:50:30;220.88;22.30;0.2242;0.4584;0.2624;-0.0544;49.5;48.8;42.7;41.5
R14;2022-01-01 22:51:00;220.79;22.05;0.3257;0.4489;-0.1661;-0.0241;48.8;47.8;42.5;42.3
R14;2022-01-01 22:51:30;220.69;21.80;1.2851;0.6163;-0.2167;-0.2735;49.9;48.2;42.6;41.8
R14;2022-01-01 22:52:00;220.60;21.55;-0.1349;0.2979;0.1261;-0.2746;49.1;47.4;41.7;41.5
R14;2022-01-01 22:52:30;220.51;21.30;-0.5582;-0.0373;-0.0709;-0.3797;47.3;46.6;40.4;41.5
R14;2022-01-01 22:53:00;220.42;21.05;-0.1873;-0.4375;-0.1728;-0.1591;47.9;46.3;42.2;41.1
R14;2022-01-01 22:53:30;220.33;20.79;0.3477;-0.1031;-0.6329;-0.0212;48.7;48.0;42.3;41.5
R14;2022-01-01 22:54:00;220.25;20.54;0.1126;0.1620;0.2072;-0.2152;48.2;47.1;42.2;41.0
R14;2022-01-01 22:54:30;220.16;20.29;0.2146;-0.3309;-0.6072;-0.0309;48.0;46.3;41.7;40.6
R14;2022-01-01 22:55:00;220.07;20.04;0.2964;-0.3366;-0.2667;-0.0381;47.5;46.4;41.6;41.5
R14;2022-01-01 22:55:30;219.98;19.79;0.2077;-0.0705;-0.9727;0.3887;48.2;46.8;42.1;41.6
R14;2022-01-01 22:56:00;219.90;19.54;-0.6506;-0.2935;0.0294;0.2976;47.4;47.5;43.0;43.1
R14;2022-01-01 22:56:30;219.81;19.29;-0.6295;-0.1807;-0.1999;0.3814;46.8;46.4;43.3;42.6
R14;2022-01-01 22:57:00;219.73;19.04;0.8891;-0.0308;0.5716;0.4796;47.3;47.0;43.5;42.0
R14;2022-01-01 22:57:30;219.64;18.79;-0.7445;-0.2210;1.0456;0.1642;47.6;46.4;41.4;41.4
R14;2022-01-01 22:58:00;219.56;18.54;-0.4615;-0.1326;0.3398;0.3138;48.1;46.5;41.7;42.1
R14;2022-01-01 22:58:30;219.48;18.29;-0.9370;-0.4513;-0.0154;-0.1572;46.5;45.9;40.4;41.0
R14;2022-01-01 22:59:00;219.40;18.05;-0.2996;-0.3645;0.6190;0.2501;46.9;45.4;42.7;40.8
R14;2022-01-01 22:59:30;219.31;17.80;0.1194;-0.0287;-0.5702;-0.2728;47.5;45.5;41.6;40.5
R14;2022-01-01 23:00:00;219.23;17.55;-0.1280;0.1210;-0.1198;0.0131;48.2;46.3;41.5;40.3
R14;2022-01-01 23:00:30;219.15;17.30;-0.6602;-0.0102;0.2043;-0.8099;45.7;46.3;40.8;39.8
R14;2022-01-01 23:01:00;219.07;17.05;-0.9563;-0.0626;-0.2769;-0.3067;46.6;45.7;41.6;39.9
R14;2022-01-01 23:01:30;218.99;16.80;-0.7925;0.5100;-0.2803;-0.3571;46.0;45.4;40.5;40.7
R14;2022-01-01 23:02:00;218.91;16.55;-0.3374;0.6542;1.0526;-0.5153;47.6;46.1;41.3;40.4
R14;2022-01-01 23:02:30;218.83;16.31;-0.6969;0.2113;0.6557;0.1000;47.0;47.1;40.6;40.5
R14;2022-01-01 23:03:00;218.76;16.06;0.2400;0.2293;-0.3139;-0.0717;46.4;46.3;40.0;40.4
R14;2022-01-01 23:03:30;218.68;15.81;-0.0607;0.6204;-0.4594;0.1955;45.5;44.7;41.3;40.5
R14;2022-01-01 23:04:00;218.60;15.56;-0.4692;-0.2063;1.8937;0.4588;45.3;44.5;41.9;41.2
R14;2022-01-01 23:04:30;218.52;15.32;0.9694;-0.5757;0.2493;0.3212;46.1;44.7;40.3;39.7
R14;2022-01-01 23:05:00;218.45;15.07;-0.0648;-0.5754;0.1117;0.0804;47.2;44.8;41.3;40.2
R14;2022-01-01 23:05:30;218.37;14.82;0.7763;0.4270;0.2985;0.5946;46.9;45.1;42.6;40.2
R14;2022-01-01 23:06:00;218.29;14.57;0.6722;0.2739;0.1758;0.2895;46.6;44.3;40.6;39.6
R14;2022-01-01 23:06:30;218.22;14.33;-0.7378;-0.3237;0.2117;-0.6436;44.5;44.6;39.8;40.2
R14;2022-01-01 23:07:00;218.14;14.08;-0.4588;-0.0323;0.9247;0.7575;44.9;44.1;41.7;39.7
R14;2022-01-01 23:07:30;218.07;13.83;0.5160;-0.2879;0.2319;-0.5444;45.0;44.6;40.0;39.4
R14;2022-01-01 23:08:00;218.00;13.59;-1.5166;-0.0234;1.0747;0.2291;44.3;44.2;41.7;40.4
R14;2022-01-01 23:08:30;217.92;13.34;-0.0969;-0.1751;0.5892;0.0002;45.2;43.9;41.7;40.1
R14;2022-01-01 23:09:00;217.85;13.10;0.2543;-0.5100;-0.1700;0.1565;44.7;43.9;41.0;40.2
R14;2022-01-01 23:09:30;217.77;12.85;-0.2547;-0.2538;0.3380;0.3457;45.1;44.7;42.1;40.7
R14;2022-01-01 23:10:00;217.70;12.61;-0.2747;0.0152;0.8354;0.4840;46.2;45.1;41.1;41.2
R14;2022-01-01 23:10:30;217.63;12.36;0.0119;0.2574;1.2546;0.3099;47.3;45.5;40.7;40.5
R14;2022-01-01 23:11:00;217.56;12.12;0.1890;0.0686;-0.9358;0.2923;47.6;45.8;40.0;40.2
R14;2022-01-01 23:11:30;217.49;11.87;1.3438;0.2600;0.3424;0.3447;45.4;45.4;40.9;39.8
R14;2022-01-01 23:12:00;217.41;11.63;-1.2024;0.3930;0.8797;0.2625;45.4;45.8;41.8;40.2
R14;2022-01-01 23:12:30;217.34;11.38;0.2285;0.1721;-0.1521;0.1309;45.4;45.0;40.1;39.8
R14;2022-01-01 23:13:00;217.27;11.14;0.8731;0.3458;-0.5724;-0.2135;46.3;44.4;40.8;39.4
R14;2022-01-01 23:13:30;217.20;10.90;0.0425;-0.1176;0.8057;-0.2606;44.9;44.4;39.2;39.6
R14;2022-01-01 23:14:00;217.13;10.65;0.3470;0.2598;0.0564;-0.1549;46.6;45.0;40.3;39.3
R14;2022-01-01 23:14:30;217.06;10.41;0.5662;0.2197;0.6225;0.1395;47.0;45.3;39.4;39.7
R14;2022-01-01 23:15:00;216.99;10.17;0.3684;0.2888;-0.0592;0.0691;47.1;45.2;40.3;40.0
R14;2022-01-01 23:15:30;216.92;9.93;-0.5381;0.1714;0.1841;-0.1429;46.2;45.0;40.1;39.6
R14;2022-01-01 23:16:00;216.85;9.68;0.0163;0.0903;0.3592;0.1451;46.1;44.9;41.0;39.9
R14;2022-01-01 23:16:30;216.78;9.44;-0.1769;0.5919;0.6266;-0.0199;45.8;45.1;38.8;39.5
R14;2022-01-01 23:17:00;216.71;9.20;0.9231;0.1536;-0.2642;-0.0860;46.4;44.8;41.1;39.4
R14;2022-01-01 23:17:30;216.64;8.96;-0.0135;-0.0706;1.4033;0.0655;45.3;44.8;39.4;39.3
R14;2022-01-01 23:18:00;216.58;8.72;-0.7696;0.0692;-0.2041;0.2174;45.2;44.1;41.3;38.7
R14;2022-01-01 23:18:30;216.51;8.47;0.0125;-0.1301;0.1252;-0.2017;45.0;44.1;38.1;38.5
R14;2022-01-01 23:19:00;216.44;8.23;-0.3998;-0.1418;-0.7882;-0.0169;43.6;43.5;40.7;38.2
R14;2022-01-01 23:19:30;216.37;7.99;1.1063;-0.3110;0.2970;0.0199;45.0;43.4;38.9;37.9
R14;2022-01-01 23:20:00;216.30;7.75;0.3642;-0.3609;-1.3932;-0.2321;45.0;43.5;38.3;38.3
R14;2022-01-01 23:20:30;216.24;7.51;0.0330;-0.0453;-0.1878;-0.1253;42.6;42.7;35.0;37.2
R14;2022-01-01 23:21:00;216.17;7.27;0.7977;-0.0781;-0.7377;-0.0672;44.3;43.1;39.4;37.5
R14;2022-01-01 23:21:30;216.10;7.03;1.8331;-0.0920;1.3548;0.0019;44.5;42.4;38.1;37.8
R14;2022-01-01 23:22:00;216.03;6.79;1.4242;-0.1250;-0.0866;0.0911;44.3;42.5;40.6;38.4
R14;2022-01-01 23:22:30;215.97;6.56;0.5931;0.0169;-0.8565;0.1712;45.4;42.3;38.7;38.2
R14;2022-01-01 23:23:00;215.90;6.32;-0.4115;0.0114;0.3187;0.3081;43.4;42.3;40.2;38.0
R14;2022-01-01 23:23:30;215.83;6.08;-0.0724;0.5107;-0.0282;0.4618;44.1;42.5;37.6;38.6
R14;2022-01-01 23:24:00;215.77;5.84;1.2880;0.1088;1.0016;0.1678;45.4;42.7;41.7;38.2
R14;2022-01-01 23:24:30;215.70;5.60;-1.1774;0.0754;0.0336;-0.0046;41.4;42.4;34.8;38.0
R14;2022-01-01 23:25:00;215.64;5.36;0.3361;-0.0894;-0.2733;0.0288;43.5;41.6;39.0;37.6
R14;2022-01-01 23:25:30;215.57;5.13;1.0173;-0.2026;0.2716;-0.3566;41.8;41.1;37.0;36.8
R14;2022-01-01 23:26:00;215.50;4.89;0.3309;-0.3345;-1.6748;-0.4964;43.2;40.4;37.7;36.1
R14;2022-01-01 23:26:30;215.44;4.65;0.0394;-0.4649;-0.2750;-0.0119;41.3;40.6;35.6;35.6
R14;2022-01-01 23:27:00;215.37;4.42;0.2430;-0.8856;-1.0076;0.0676;40.7;39.0;37.9;36.0
R14;2022-01-01 23:27:30;215.30;4.18;0.3939;-0.5444;0.1956;0.3317;40.2;39.6;35.6;36.3
R14;2022-01-01 23:28:00;215.24;3.95;-1.0136;-0.0751;1.1603;0.0947;39.5;38.3;36.9;34.7
R14;2022-01-01 23:28:30;215.17;3.71;-0.1749;-0.1403;-0.7234;-0.3280;39.2;38.9;34.6;32.6
R14;2022-01-01 23:29:00;215.11;3.47;1.5596;0.4133;-0.7104;0.0073;41.8;38.5;33.4;31.4
R14;2022-01-01 23:29:30;215.04;3.24;0.2539;-0.1878;0.1848;0.8836;37.6;37.9;32.1;31.6
R14;2022-01-01 23:30:00;214.98;3.00;2.9002;-0.1436;2.4140;0.7470;41.3;36.7;35.5;32.7
R14;2022-01-01 23:30:30;214.91;2.77;-0.4362;0.0478;-0.7918;0.7130;36.5;36.7;31.4;31.6
R14;2022-01-01 23:31:00;214.84;2.54;1.8424;-0.6733;nan;0.5613;36.6;35.7;nan;28.0
R14;2022-01-01 23:31:30;214.78;2.30;nan;nan;nan;nan;37.9;36.3;nan;nan
R14;2022-01-01 23:32:00;214.71;2.07;0.0000;0.0000;nan;0.0000;36.2;35.9;nan;24.0
R14;2022-01-01 23:32:30;214.65;1.84;nan;nan;nan;nan;37.4;34.7;nan;nan
R14;2022-01-01 23:33:00;214.58;1.60;nan;nan;nan;nan;38.3;35.0;nan;nan
R14;2022-01-01 23:33:30;214.52;1.37;nan;nan;nan;nan;34.1;32.6;nan;nan
R14;2022-01-01 23:34:00;214.45;1.14;nan;nan;nan;nan;31.8;33.1;nan;nan
R14;2022-01-01 23:34:30;214.39;0.91;0.3181;-0.1122;nan;-0.1835;35.8;33.8;nan;21.9
R14;2022-01-01 23:35:00;214.32;0.67;-0.3181;0.1122;nan;0.1835;35.8;34.3;nan;21.1
R14;2022-01-01 23:35:30;214.26;0.44;nan;nan;nan;nan;nan;nan;nan;nan
R14;2022-01-01 23:36:00;214.19;0.21;nan;nan;nan;nan;nan;nan;nan;nan
R15;2022-01-01 00:00:00;306.41;34.45;0.1627;-0.1986;-0.2021;-0.6256;49.0;47.2;43.4;42.3
R15;2022-01-01 00:00:30;306.10;34.44;-0.4513;0.1382;-0.2515;-1.0764;49.4;47.9;42.8;42.0
R15;2022-01-01 00:01:00;305.79;34.41;0.5253;0.0755;-0.6293;-0.8043;49.2;47.8;42.8;42.0
R15;2022-01-01 00:01:30;305.47;34.39;-0.3437;0.1903;0.3006;-0.9406;49.1;48.6;42.6;42.8
R15;2022-01-01 00:02:00;305.16;34.37;0.2044;-0.0510;-0.5683;-0.7844;49.5;48.5;42.7;42.0
R15;2022-01-01 00:02:30;304.85;34.34;0.1613;-0.1768;-0.3812;-0.1854;49.9;47.6;42.9;43.4
R15;2022-01-01 00:03:00;304.54;34.31;-0.1084;-0.2718;-1.0818;0.0733;49.5;47.9;43.6;43.2
R15;2022-01-01 00:03:30;304.23;34.28;0.0368;0.0794;-0.4195;-0.2848;49.9;48.5;43.4;43.3
R15;2022-01-01 00:04:00;303.92;34.24;-0.4866;0.3286;-0.5304;-0.3054;49.9;48.6;44.3;43.1
R15;2022-01-01 00:04:30;303.61;34.21;-0.3040;0.2249;-0.5916;0.0056;50.3;48.7;43.8;43.2
R15;2022-01-01 00:05:00;303.30;34.17;0.4887;-0.0401;-0.0795;0.1126;49.8;48.2;43.7;43.5
R15;2022-01-01 00:05:30;302.99;34.13;-0.2389;0.6333;0.8269;0.1557;50.5;49.3;44.1;43.9
R15;2022-01-01 00:06:00;302.68;34.09;0.6561;0.5860;-0.0106;0.2282;50.6;49.8;44.3;44.0
R15;2022-01-01 00:06:30;302.37;34.05;-0.4234;0.2984;0.4625;0.2824;49.9;48.8;44.7;44.1
R15;2022-01-01 00:07:00;302.06;34.00;-0.0799;-0.0470;0.3084;0.4376;50.1;49.6;44.9;44.1
R15;2022-01-01 00:07:30;301.75;33.96;0.3627;0.7501;-0.3670;0.3050;50.7;49.1;44.3;43.9
R15;2022-01-01 00:08:00;301.45;33.91;-0.3017;0.5491;0.2311;0.1332;50.9;49.1;44.3;43.7
R15;2022-01-01 00:08:30;301.14;33.86;0.1355;0.2087;-0.2774;0.0614;50.6;49.3;43.5;44.0
R15;2022-01-01 00:09:00;300.83;33.80;-0.2311;0.1421;0.3069;0.1230;50.3;49.0;44.7;44.2
R15;2022-01-01 00:09:30;300.53;33.75;0.5546;0.1912;-0.2330;0.0191;50.7;49.3;44.1;43.7
R15;2022-01-01 00:10:00;300.22;33.69;0.0855;0.4793;-0.4014;0.3082;51.2;49.4;45.0;43.8
R15;2022-01-01 00:10:30;299.92;33.63;-0.6426;-0.6025;0.2070;0.1968;49.1;48.6;44.6;44.6
R15;2022-01-01 00:11:00;299.62;33.57;0.0984;-0.3780;0.4364;0.1558;49.7;47.9;44.7;43.6
R15;2022-01-01 00:11:30;299.31;33.51;-0.5000;-0.3224;-0.9547;0.3283;49.3;48.8;45.0;43.7
R15;2022-01-01 00:12:00;299.01;33.45;0.0084;-0.4835;0.4941;0.2019;49.9;48.8;44.3;44.4
R15;2022-01-01 00:12:30;298.71;33.38;0.5034;-0.4868;0.5939;0.0680;50.3;48.4;44.6;43.9
R15;2022-01-01 00:13:00;298.41;33.31;-0.2640;-0.2161;-0.0079;0.1999;50.0;48.0;44.0;44.0
R15;2022-01-01 00:13:30;298.11;33.24;0.3523;-0.0847;0.0739;0.3110;49.5;48.0;44.5;43.4
R15;2022-01-01 00:14:00;297.81;33.17;-0.4156;-0.1811;-0.2219;0.1509;49.6;48.5;44.9;44.2
R15;2022-01-01 00:14:30;297.51;33.10;-0.8606;-0.1354;0.3678;-0.3254;49.8;48.5;44.3;43.5
R15;2022-01-01 00:15:00;297.21;33.02;-0.2438;-0.1369;0.1015;0.2515;49.8;48.4;45.1;44.4
R15;2022-01-01 00:15:30;296.92;32.94;-0.0114;0.0035;-0.0688;0.4813;50.4;48.8;45.5;45.2
R15;2022-01-01 00:16:00;296.62;32.87;0.6864;0.1868;0.1553;0.2983;51.0;49.0;44.3;44.4
R15;2022-01-01 00:16:30;296.33;32.79;-0.0046;-0.0168;-0.1275;-0.0474;49.8;49.0;44.8;44.1
R15;2022-01-01 00:17:00;296.03;32.70;0.4066;0.0050;-0.0211;-0.2703;50.2;49.0;44.6;44.0
R15;2022-01-01 00:17:30;295.74;32.62;0.4252;-0.0988;-0.2273;0.0756;50.1;48.4;44.7;44.4
R15;2022-01-01 00:18:00;295.45;32.53;-0.0416;-0.1214;0.2810;0.3070;49.6;48.8;45.0;44.6
R15;2022-01-01 00:18:30;295.16;32.45;0.0860;0.0625;0.2488;0.3717;50.0;48.6;45.5;44.8
R15;2022-01-01 00:19:00;294.87;32.36;0.3898;0.0977;0.2566;0.2606;50.1;48.1;44.5;45.2
R15;2022-01-01 00:19:30;294.58;32.26;0.0286;-0.0152;-0.2170;0.0927;49.9;48.2;44.7;44.4
R15;2022-01-01 00:20:00;294.29;32.17;0.4726;0.5245;0.2853;-0.0409;49.6;48.4;45.0;44.0
R15;2022-01-01 00:20:30;294.00;32.08;-0.5711;0.3738;0.2274;0.0682;49.8;48.3;45.2;44.5
R15;2022-01-01 00:21:00;293.72;31.98;-1.0088;0.0430;-0.6347;0.2983;49.7;48.3;45.1;44.4
R15;2022-01-01 00:21:30;293.43;31.88;-0.2671;-0.3670;0.2144;0.3762;49.4;47.8;45.4;44.6
R15;2022-01-01 00:22:00;293.15;31.78;-0.8156;-0.3090;0.1600;-0.0049;48.5;48.3;45.0;44.4
R15;2022-01-01 00:22:30;292.87;31.68;0.2120;-0.2281;-0.1027;-0.1857;49.1;47.9;44.8;44.2
R15;2022-01-01 00:23:00;292.59;31.58;-0.3634;-0.0355;0.0236;-0.1611;49.8;48.2;44.6;44.6
R15;2022-01-01 00:23:30;292.31;31.48;-0.6564;-0.0529;-0.0155;-0.1066;49.8;47.6;44.9;43.6
R15;2022-01-01 00:24:00;292.03;31.37;-0.4584;0.0748;0.3361;0.1460;49.3;47.6;44.6;44.2
R15;2022-01-01 00:24:30;291.75;31.26;-0.2216;0.1153;-0.5426;0.3834;49.2;48.4;45.1;44.2
R15;2022-01-01 00:25:00;291.47;31.15;-0.1544;-0.0985;0.5060;-0.0887;49.7;47.1;45.2;44.2
R15;2022-01-01 00:25:30;291.19;31.04;-0.4591;-0.3939;-0.5061;-0.0833;48.1;46.9;44.9;44.2
R15;2022-01-01 00:26:00;290.92;30.93;-0.7182;-0.0472;-0.7601;-0.0863;48.6;47.2;44.7;44.4
R15;2022-01-01 00:26:30;290.65;30.82;-0.5413;-0.3227;-0.5999;0.0071;47.6;46.6;45.3;44.0
R15;2022-01-01 00:27:00;290.37;30.70;0.2110;0.1579;0.5916;0.1727;48.9;46.7;45.4;44.0
R15;2022-01-01 00:27:30;290.10;30.58;0.0573;-0.0757;0.0769;-0.0431;48.8;47.3;45.0;44.0
R15;2022-01-01 00:28:00;289.83;30.47;-0.9638;-0.3400;-0.1338;0.0360;47.5;46.6;44.4;43.8
R15;2022-01-01 00:28:30;289.56;30.35;0.1922;-0.2514;-0.0562;-0.1352;47.5;46.4;45.0;44.1
R15;2022-01-01 00:29:00;289.30;30.22;-0.2899;0.0548;0.3575;-0.2926;48.4;47.2;44.2;43.8
R15;2022-01-01 00:29:30;289.03;30.10;-0.5822;-0.2723;0.3363;-0.1279;48.0;46.3;44.3;44.1
R15;2022-01-01 00:30:00;288.77;29.98;0.1625;-0.1340;-0.2373;-0.1805;48.7;46.9;44.4;44.2
R15;2022-01-01 00:30:30;288.50;29.85;-0.4740;-0.3521;-0.2565;-0.0784;47.7;46.6;45.0;44.0
R15;2022-01-01 00:31:00;288.24;29.72;0.2006;-0.0675;0.3133;0.0263;47.9;46.6;45.1;44.3
R15;2022-01-01 00:31:30;287.98;29.60;0.4877;0.1116;-0.2325;-0.2967;48.6;47.0;44.4;44.2
R15;2022-01-01 00:32:00;287.72;29.47;-0.1385;0.2694;-0.3980;-0.2402;48.3;47.8;45.1;43.7
R15;2022-01-01 00:32:30;287.46;29.33;-0.1755;-0.4913;0.1879;0.0408;47.6;46.6;45.1;44.5
R15;2022-01-01 00:33:00;287.20;29.20;-0.9016;-0.2133;-0.2815;0.0723;47.8;46.3;45.0;44.3
R15;2022-01-01 00:33:30;286.95;29.07;-0.2519;0.1207;0.1212;-0.0730;47.8;46.0;45.5;44.2
R15;2022-01-01 00:34:00;286.69;28.93;-0.9449;-0.4004;-0.1622;-0.1695;46.7;46.0;44.7;44.4
R15;2022-01-01 00:34:30;286.44;28.80;-0.4464;-0.2869;0.2810;-0.3261;47.3;45.1;44.8;43.8
R15;2022-01-01 00:35:00;286.19;28.66;0.0180;-0.1890;0.1225;-0.2545;47.6;45.7;45.1;44.6
R15;2022-01-01 00:35:30;285.94;28.52;-0.1480;0.0539;-0.3984;-0.0122;47.3;45.5;45.1;44.8
R15;2022-01-01 00:36:00;285.69;28.38;0.3592;0.1381;0.0090;0.1021;48.1;46.4;45.6;45.1
R15;2022-01-01 00:36:30;285.44;28.24;-0.3569;0.3111;-0.0046;0.4704;47.3;46.2;46.7;45.4
R15;2022-01-01 00:37:00;285.19;28.09;-0.7798;-0.4878;0.3950;0.2189;44.6;43.1;45.4;44.7
R15;2022-01-01 00:37:30;284.94;27.95;0.8568;0.1002;-0.0829;0.2954;47.6;45.9;45.4;45.0
R15;2022-01-01 00:38:00;284.70;27.80;0.8781;-0.1206;0.7818;0.2586;47.3;45.5;45.6;44.9
R15;2022-01-01 00:38:30;284.46;27.66;0.1417;-0.1464;0.1516;0.4165;46.5;45.5;46.0;45.3
R15;2022-01-01 00:39:00;284.22;27.51;0.2450;0.2059;0.8563;0.2349;46.9;45.6;45.4;44.7
R15;2022-01-01 00:39:30;283.97;27.36;0.1520;0.2790;0.4672;0.1210;46.3;45.3;45.5;45.3
R15;2022-01-01 00:40:00;283.74;27.21;-0.8075;-0.0606;0.2145;-0.1045;46.6;45.8;45.5;44.8
R15;2022-01-01 00:40:30;283.50;27.06;0.0695;0.2178;-0.1620;-0.1601;48.3;46.2;45.5;44.7
R15;2022-01-01 00:41:00;283.26;26.90;0.0927;0.2181;0.0687;-0.2242;48.1;46.3;45.0;44.9
R15;2022-01-01 00:41:30;283.03;26.75;0.0007;-0.2931;-0.1343;0.2577;47.2;45.8;45.1;45.2
R15;2022-01-01 00:42:00;282.79;26.60;0.3732;0.1196;0.7586;0.1668;48.0;46.0;45.7;44.7
R15;2022-01-01 00:42:30;282.56;26.44;-0.6789;-0.5169;0.0547;-0.0782;47.5;45.5;45.0;44.3
R15;2022-01-01 00:43:00;282.33;26.28;0.1704;-0.6455;-0.2532;-0.0862;47.6;45.5;44.7;43.6
R15;2022-01-01 00:43:30;282.10;26.13;0.5801;0.5945;0.9137;-0.3773;47.9;46.4;44.4;44.0
R15;2022-01-01 00:44:00;281.87;25.97;-0.0846;0.6363;-0.5049;0.1329;48.3;46.8;45.2;44.0
R15;2022-01-01 00:44:30;281.64;25.81;0.2833;0.6432;-0.3956;-0.1777;49.0;46.8;44.8;43.6
R15;2022-01-01 00:45:00;281.42;25.64;0.1787;0.0100;-0.6517;-0.0534;47.8;46.3;44.5;44.1
R15;2022-01-01 00:45:30;281.19;25.48;-0.0167;-0.1082;-0.0957;0.1645;46.8;46.3;45.4;44.8
R15;2022-01-01 00:46:00;280.97;25.32;0.4037;0.1110;0.2934;-0.2717;47.5;46.5;43.9;43.6
R15;2022-01-01 00:46:30;280.74;25.15;-0.5257;-0.1580;-0.4145;-0.2113;47.5;45.8;43.8;43.3
R15;2022-01-01 00:47:00;280.52;24.99;0.5193;-0.1767;-0.3944;-0.3911;48.1;46.5;43.0;43.1
R15;2022-01-01 00:47:30;280.30;24.82;1.4191;0.5754;0.0969;-0.1212;48.3;47.5;44.2;43.5
R15;2022-01-01 00:48:00;280.09;24.66;1.3049;0.5470;-0.8205;0.0543;49.8;46.9;44.6;43.5
R15;2022-01-01 00:48:30;279.87;24.49;0.2914;0.3791;0.1759;0.0428;48.8;46.7;44.5;42.8
R15;2022-01-01 00:49:00;279.65;24.32;0.9123;0.2938;0.1637;0.0648;48.8;46.7;44.0;43.1
R15;2022-01-01 00:49:30;279.44;24.15;0.8452;0.4246;-1.0017;0.0903;47.4;46.0;44.3;43.8
R15;2022-01-01 00:50:00;279.22;23.98;-0.7068;-0.0288;0.1739;0.1621;47.0;45.8;44.5;43.1
R15;2022-01-01 00:50:30;279.01;23.81;-0.2842;-0.0827;0.2552;0.0763;47.3;46.1;43.4;42.7
R15;2022-01-01 00:51:00;278.80;23.63;0.0098;0.0539;-0.1011;0.3840;47.7;46.7;44.3;43.3
R15;2022-01-01 00:51:30;278.59;23.46;-0.0526;0.4616;0.0312;-0.0965;47.6;46.9;42.9;42.5
R15;2022-01-01 00:52:00;278.38;23.28;-0.1205;-0.0806;-0.1794;-0.0036;47.2;46.7;42.7;42.2
R15;2022-01-01 00:52:30;278.18;23.11;-0.4835;0.0396;0.8251;-0.4891;46.8;45.6;42.0;41.6
R15;2022-01-01 00:53:00;277.97;22.93;0.2894;-0.1916;-0.1739;-0.0640;46.7;45.6;43.5;42.6
R15;2022-01-01 00:53:30;277.77;22.76;-0.9464;-0.9494;-0.1688;-0.2738;44.9;44.4;42.9;42.7
R15;2022-01-01 00:54:00;277.56;22.58;-0.2278;-0.3825;-0.5557;-0.3099;46.0;45.0;43.2;42.1
R15;2022-01-01 00:54:30;277.36;22.40;-0.5598;0.2882;-0.1894;-0.2788;47.4;45.2;41.9;42.5
R15;2022-01-01 00:55:00;277.16;22.22;-0.6353;-0.8790;-0.7944;-0.1923;46.4;45.5;43.4;43.5
R15;2022-01-01 00:55:30;276.96;22.04;-0.5545;-0.3888;-0.8102;-0.3942;46.5;45.0;42.8;42.3
R15;2022-01-01 00:56:00;276.76;21.86;-0.1871;0.0768;-0.4840;-0.5230;46.6;44.9;42.8;42.1
R15;2022-01-01 00:56:30;276.56;21.68;-0.0990;-0.4514;-0.1058;-0.5538;46.6;44.8;42.2;41.7
R15;2022-01-01 00:57:00;276.37;21.50;0.2712;0.2074;-0.4577;-0.3916;42.6;42.1;42.0;41.9
R15;2022-01-01 00:57:30;276.17;21.31;0.4644;-0.3891;-1.0071;-0.4562;44.5;42.8;42.2;42.3
R15;2022-01-01 00:58:00;275.98;21.13;-0.3689;-0.7230;0.1847;-0.0192;46.0;44.7;43.1;42.4
R15;2022-01-01 00:58:30;275.79;20.95;-0.1049;0.4029;0.1013;-0.3398;47.3;45.8;42.7;42.2
R15;2022-01-01 00:59:00;275.59;20.76;0.8241;0.0116;0.3048;-0.0112;46.5;45.5;43.2;41.8
R15;2022-01-01 00:59:30;275.40;20.57;0.0839;0.3296;-0.4023;-0.1234;47.3;45.4;42.8;42.3
R15;2022-01-01 01:00:00;275.21;20.39;-0.0266;-0.1609;-0.2741;-0.0600;45.7;44.1;42.1;40.8
R15;2022-01-01 01:00:30;275.03;20.20;-0.4215;-1.1968;0.4186;0.0914;44.6;43.8;43.0;42.5
R15;2022-01-01 01:01:00;274.84;20.01;-0.0295;-0.6638;0.4121;0.0849;46.4;44.0;43.0;42.3
R15;2022-01-01 01:01:30;274.65;19.82;-0.1010;-0.3488;0.0960;-0.0110;45.8;45.3;42.1;42.4
R15;2022-01-01 01:02:00;274.47;19.64;0.5154;0.1500;0.3070;0.1899;47.4;46.2;43.0;42.0
R15;2022-01-01 01:02:30;274.28;19.45;0.0146;-0.4721;0.1263;-0.2696;47.4;46.2;42.4;42.3
R15;2022-01-01 01:03:00;274.10;19.26;-0.2560;-0.4911;0.3937;-0.0123;47.0;46.2;42.2;41.7
R15;2022-01-01 01:03:30;273.92;19.06;-0.6775;0.6754;0.4376;0.1495;48.6;47.0;42.9;41.9
